"Country","Sex","Cause","Year","Value"
"Austria","Male","Diseases of the musculoskeletal system and connective tissue",1982,2.8
"Austria","Male","Diseases of the musculoskeletal system and connective tissue",1981,3
"Austria","Male","Diseases of the musculoskeletal system and connective tissue",1980,2.6
"Austria","Male","Diseases of the musculoskeletal system and connective tissue",1979,2.5
"Austria","Male","Diseases of the musculoskeletal system and connective tissue",1978,1.9
"Austria","Male","Diseases of the musculoskeletal system and connective tissue",1977,2.3
"Austria","Male","Diseases of the musculoskeletal system and connective tissue",1976,2.8
"Austria","Male","Diseases of the musculoskeletal system and connective tissue",1975,2.5
"Austria","Male","Diseases of the musculoskeletal system and connective tissue",1974,2.8
"Austria","Male","Diseases of the musculoskeletal system and connective tissue",1973,3.1
"Austria","Male","Diseases of the musculoskeletal system and connective tissue",1972,3.7
"Austria","Male","Diseases of the musculoskeletal system and connective tissue",1971,3.4
"Austria","Male","Diseases of the musculoskeletal system and connective tissue",1970,2.8
"Austria","Male","Diseases of the musculoskeletal system and connective tissue",1969,5.5
"Austria","Male","Diseases of the musculoskeletal system and connective tissue",1968,5.8
"Austria","Male","Diseases of the musculoskeletal system and connective tissue",1967,6.5
"Austria","Male","Diseases of the musculoskeletal system and connective tissue",1966,6.4
"Austria","Male","Diseases of the musculoskeletal system and connective tissue",1965,5.7
"Austria","Male","Diseases of the musculoskeletal system and connective tissue",1964,4.7
"Austria","Male","Diseases of the musculoskeletal system and connective tissue",1963,2.4
"Austria","Male","Diseases of the musculoskeletal system and connective tissue",1962,2.1
"Austria","Male","Diseases of the musculoskeletal system and connective tissue",1961,3.3
"Austria","Male","Diseases of the musculoskeletal system and connective tissue",1960,3.4
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1994,2
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1993,2.4
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1992,3.2
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1991,2.3
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1990,2.9
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1989,2.4
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1988,3
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1987,2.7
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1986,2.7
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1985,3
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1984,3.2
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1983,4.1
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1982,3.8
