"Country","Sex","Cause","Year","Value"
"Belgium","Female","External causes of mortality",1966,69.3
"Belgium","Female","External causes of mortality",1965,70.1
"Belgium","Female","External causes of mortality",1964,62.4
"Belgium","Female","External causes of mortality",1963,62
"Belgium","Female","External causes of mortality",1962,57.4
"Belgium","Female","External causes of mortality",1961,55.4
"Belgium","Female","External causes of mortality",1960,60.6
"Belgium","Male","External causes of mortality",2020,71.2
"Belgium","Male","External causes of mortality",2019,70.8
"Belgium","Male","External causes of mortality",2018,71.9
"Belgium","Male","External causes of mortality",2017,69.8
"Belgium","Male","External causes of mortality",2016,71.6
"Belgium","Male","External causes of mortality",2015,72.8
"Belgium","Male","External causes of mortality",2014,73.3
"Belgium","Male","External causes of mortality",2013,75.5
"Belgium","Male","External causes of mortality",2012,81.6
"Belgium","Male","External causes of mortality",2011,79.1
"Belgium","Male","External causes of mortality",2010,79.6
"Belgium","Male","External causes of mortality",2009,81.7
"Belgium","Male","External causes of mortality",2008,82.7
"Belgium","Male","External causes of mortality",2007,81
"Belgium","Male","External causes of mortality",2006,81.8
"Belgium","Male","External causes of mortality",2005,83.7
"Belgium","Male","External causes of mortality",2004,85
"Belgium","Male","External causes of mortality",2003,86.1
"Belgium","Male","External causes of mortality",2002,88.2
"Belgium","Male","External causes of mortality",2001,94.4
"Belgium","Male","External causes of mortality",2000,95.1
"Belgium","Male","External causes of mortality",1999,90.6
"Belgium","Male","External causes of mortality",1998,89.4
"Belgium","Male","External causes of mortality",1997,91.3
"Belgium","Male","External causes of mortality",1996,91.3
"Belgium","Male","External causes of mortality",1995,94.5
"Belgium","Male","External causes of mortality",1994,102.2
"Belgium","Male","External causes of mortality",1993,100.5
"Belgium","Male","External causes of mortality",1992,93.7
"Belgium","Male","External causes of mortality",1991,99.2
"Belgium","Male","External causes of mortality",1990,96.4
"Belgium","Male","External causes of mortality",1989,95.7
"Belgium","Male","External causes of mortality",1988,95.9
"Belgium","Male","External causes of mortality",1987,100
"Belgium","Male","External causes of mortality",1986,102
"Belgium","Male","External causes of mortality",1985,97.5
"Belgium","Male","External causes of mortality",1984,108.6
"Belgium","Male","External causes of mortality",1983,115.3
"Belgium","Male","External causes of mortality",1982,121.8
"Belgium","Male","External causes of mortality",1981,122.8
"Belgium","Male","External causes of mortality",1980,123.7
"Belgium","Male","External causes of mortality",1979,121.2
"Belgium","Male","External causes of mortality",1978,123.5
"Belgium","Male","External causes of mortality",1977,117.4
"Belgium","Male","External causes of mortality",1976,119
"Belgium","Male","External causes of mortality",1975,117.3
"Belgium","Male","External causes of mortality",1974,123.6
"Belgium","Male","External causes of mortality",1973,128.9
"Belgium","Male","External causes of mortality",1972,130.7
"Belgium","Male","External causes of mortality",1971,132.7
"Belgium","Male","External causes of mortality",1970,135.4
"Belgium","Male","External causes of mortality",1969,134.3
"Belgium","Male","External causes of mortality",1968,127.7
"Belgium","Male","External causes of mortality",1967,127.2
"Belgium","Male","External causes of mortality",1966,120.8
"Belgium","Male","External causes of mortality",1965,124.7
"Belgium","Male","External causes of mortality",1964,118.9
"Belgium","Male","External causes of mortality",1963,114.7
"Belgium","Male","External causes of mortality",1962,114.7
"Belgium","Male","External causes of mortality",1961,119.2
"Belgium","Male","External causes of mortality",1960,121.6
"Belgium","Total","External causes of mortality",2009,60.1
"Belgium","Total","External causes of mortality",2008,60.3
"Belgium","Total","External causes of mortality",2007,59.3
"Belgium","Total","External causes of mortality",2006,59.5
"Belgium","Total","External causes of mortality",2005,61.7
"Belgium","Total","External causes of mortality",2004,60.6
"Belgium","Total","External causes of mortality",2003,63.1
"Belgium","Total","External causes of mortality",2002,64.8
"Belgium","Total","External causes of mortality",2001,67.9
"Belgium","Total","External causes of mortality",2000,68.1
"Belgium","Total","External causes of mortality",1999,65.3
"Belgium","Total","External causes of mortality",1998,66.5
"Belgium","Total","External causes of mortality",1997,63.8
"Belgium","Total","External causes of mortality",1996,64.1
"Belgium","Total","External causes of mortality",1995,66.3
"Belgium","Total","External causes of mortality",1994,71.6
"Belgium","Total","External causes of mortality",1993,71
"Belgium","Total","External causes of mortality",1992,67.5
"Belgium","Total","External causes of mortality",1991,69.4
"Belgium","Total","External causes of mortality",1990,68.9
"Belgium","Total","External causes of mortality",1989,68.8
"Belgium","Total","External causes of mortality",1988,71.2
"Belgium","Total","External causes of mortality",1987,74.5
"Belgium","Total","External causes of mortality",1986,76.3
"Belgium","Total","External causes of mortality",1985,74.5
"Belgium","Total","External causes of mortality",1984,83.9
