"Country","Sex","Cause","Year","Value"
"United States","Male","Codes for special purposes: COVID-19",2020,138.8
"Argentina","Male","Codes for special purposes: COVID-19",2021,344.8
"Argentina","Male","Codes for special purposes: COVID-19",2020,231.7
"Argentina","Female","Codes for special purposes: COVID-19",2021,184.6
"Argentina","Female","Codes for special purposes: COVID-19",2020,118.6
"Argentina","Total","Codes for special purposes: COVID-19",2021,251.7
"Argentina","Total","Codes for special purposes: COVID-19",2020,165.3
"Brazil","Male","Codes for special purposes: COVID-19",2021,354.9
"Brazil","Male","Codes for special purposes: COVID-19",2020,209.3
"Brazil","Total","Codes for special purposes: COVID-19",2021,282.6
"Brazil","Total","Codes for special purposes: COVID-19",2020,158.1
"Brazil","Female","Codes for special purposes: COVID-19",2021,227.2
"Brazil","Female","Codes for special purposes: COVID-19",2020,120.1
"Bulgaria","Male","Codes for special purposes: COVID-19",2021,423.8
"Bulgaria","Male","Codes for special purposes: COVID-19",2020,147.6
"Bulgaria","Total","Codes for special purposes: COVID-19",2021,322.1
"Bulgaria","Total","Codes for special purposes: COVID-19",2020,99.2
"Bulgaria","Female","Codes for special purposes: COVID-19",2021,252.7
"Bulgaria","Female","Codes for special purposes: COVID-19",2020,65.1
"Croatia","Female","Codes for special purposes: COVID-19",2021,126.9
"Croatia","Female","Codes for special purposes: COVID-19",2020,59.6
"Croatia","Total","Codes for special purposes: COVID-19",2021,172.9
"Croatia","Total","Codes for special purposes: COVID-19",2020,88.1
"Croatia","Male","Codes for special purposes: COVID-19",2021,241.7
"Croatia","Male","Codes for special purposes: COVID-19",2020,131.3
"Peru","Female","Codes for special purposes: COVID-19",2020,313.4
"Peru","Male","Codes for special purposes: COVID-19",2020,755.8
"Peru","Total","Codes for special purposes: COVID-19",2020,518.8
"Canada","Male","Codes for special purposes: COVID-19",2021,43.9
